Time,Distance,GPS_Speed,GPS_Latitude,GPS_Longitude
15.9,0.679,123.891998,-33.39995292,-60.19591469
16,0.682,123.628006,-33.39997914,-60.19589519
16.1,0.686,123.356003,-33.40000563,-60.19587641
16.2,0.689,122.956001,-33.40003237,-60.19585836
16.3,0.693,122.556007,-33.40005936,-60.19584104
16.4,0.696,122.192001,-33.40008663,-60.19582461
16.5,0.699,121.856003,-33.40011416,-60.19580903
16.6,0.703,121.456001,-33.4001419,-60.19579421
16.7,0.706,121.125999,-33.40017015,-60.19578006
16.8,0.709,120.926003,-33.40019832,-60.19576687
16.9,0.713,120.689003,-33.40022673,-60.19575472
17,0.716,120.426003,-33.40025534,-60.19574361
17.1,0.719,120.225998,-33.40028413,-60.19573342
17.2,0.723,120.026001,-33.40031308,-60.19572419
17.3,0.726,119.862999,-33.40034218,-60.19571591
17.4,0.729,119.725998,-33.40037145,-60.19570878
17.5,0.733,119.562996,-33.40040087,-60.19570273
17.6,0.736,119.462997,-33.40043039,-60.19569763
17.7,0.739,119.3815,-33.40046,-60.1956935
17.8,0.743,119.331505,-33.40048967,-60.19569035
17.9,0.746,119.281502,-33.40051938,-60.19568842
18,0.749,119.231499,-33.40054908,-60.19568765
18.1,0.753,119.163002,-33.40057873,-60.19568792
18.2,0.756,119.062996,-33.40060832,-60.19568924
18.3,0.759,118.962997,-33.40063782,-60.19569161
18.4,0.763,118.824005,-33.4006675,-60.19569524
18.5,0.766,118.624001,-33.40069673,-60.19570003
18.6,0.769,118.461998,-33.40072581,-60.19570583
18.7,0.772,118.362,-33.40075472,-60.19571265
18.8,0.776,118.262001,-33.40078345,-60.1957205
18.9,0.779,118.162003,-33.40081191,-60.1957296
19,0.782,118.061996,-33.4008401,-60.1957399
19.1,0.786,118.02533,-33.40086802,-60.19575126
19.2,0.789,118.092003,-33.40089566,-60.19576366
19.3,0.792,118.158669,-33.40092301,-60.19577708
19.4,0.795,118.276001,-33.40095001,-60.19579167
19.5,0.799,118.514,-33.40097666,-60.19580735
19.6,0.802,118.814003,-33.401003,-60.19582392
19.7,0.805,119.113998,-33.40102902,-60.19584137
19.8,0.809,119.414001,-33.40105473,-60.19585968
19.9,0.812,119.713997,-33.40108004,-60.19587901
20,0.815,120.052002,-33.40110497,-60.1958993
20.1,0.819,120.490005,-33.40112959,-60.19592044
20.2,0.822,120.995003,-33.40115413,-60.19594262
20.3,0.825,121.495003,-33.40117811,-60.19596541
20.4,0.829,122.072998,-33.40120173,-60.1959891
20.5,0.832,122.773003,-33.401225,-60.19601365
20.6,0.836,123.473007,-33.40124795,-60.19603889
20.7,0.839,124.173004,-33.40127059,-60.19606478
20.8,0.843,124.873001,-33.40129289,-60.1960913
20.9,0.846,125.495003,-33.40131479,-60.19611852
21,0.85,126.034004,-33.40133628,-60.1961464
21.1,0.853,126.634003,-33.40135742,-60.19617483
21.2,0.857,127.195,-33.40137823,-60.19620378
21.3,0.86,127.734001,-33.40139871,-60.19623324
21.4,0.864,128.334,-33.40141882,-60.19626327
21.5,0.867,128.934006,-33.40143858,-60.19629386
21.6,0.871,129.49501,-33.40145802,-60.19632491
21.7,0.875,130.034012,-33.40147716,-60.19635641
21.8,0.878,130.634003,-33.40149596,-60.19638838
21.9,0.882,131.199997,-33.40151452,-60.19642121
22,0.886,131.660004,-33.40153244,-60.19645427
22.1,0.889,132.100006,-33.40154996,-60.19648779
22.2,0.893,132.600006,-33.40156706,-60.19652176
22.3,0.897,133.060013,-33.40158374,-60.19655617
22.4,0.9,133.5,-33.40159994,-60.19659108
22.5,0.904,133.960007,-33.40161566,-60.19662648
22.6,0.908,134.399994,-33.40163099,-60.19666226
22.7,0.911,134.860001,-33.40164593,-60.19669841
22.8,0.915,135.26001,-33.40166049,-60.19673494
22.9,0.919,135.660004,-33.4016746,-60.19677188
23,0.923,136.060013,-33.40168822,-60.19680924
23.1,0.927,136.460007,-33.40170141,-60.19684693
23.2,0.93,136.860001,-33.40171415,-60.19688497
23.3,0.934,137.220001,-33.40172641,-60.19692332
23.4,0.938,137.520004,-33.40173807,-60.19696203
23.5,0.942,137.779999,-33.40174912,-60.19700107
23.6,0.946,137.980011,-33.4017596,-60.19704037
23.7,0.95,138.141006,-33.40176959,-60.19708032
23.8,0.953,138.240997,-33.40177889,-60.1971201
23.9,0.957,138.320511,-33.40178748,-60.19716013
24,0.961,138.370514,-33.4017953,-60.19720042
24.1,0.965,138.44101,-33.40180245,-60.19724091
24.2,0.969,138.541,-33.40180892,-60.19728161
24.3,0.973,138.682007,-33.40181469,-60.19732253
24.4,0.976,138.882004,-33.40181966,-60.19736368
24.5,0.98,139.082001,-33.40182379,-60.19740507
24.6,0.984,139.281998,-33.40182721,-60.19744665
24.7,0.988,139.52301,-33.40182993,-60.1974884
24.8,0.992,139.822998,-33.40183196,-60.19753026
24.9,0.996,140.082001,-33.40183321,-60.1975722
25,1,140.322998,-33.40183365,-60.19761425
25.1,1.004,140.582001,-33.40183312,-60.19765637
25.2,1.008,140.822998,-33.4018321,-60.19769852
25.3,1.011,141.082001,-33.40183082,-60.19774067
25.4,1.015,141.242004,-33.40182797,-60.19778332
25.5,1.019,141.384003,-33.40182514,-60.19782555
25.6,1.023,141.626007,-33.40182144,-60.1978678
25.7,1.027,141.884003,-33.40181691,-60.19791004
25.8,1.031,142.126007,-33.40181172,-60.19795226
25.9,1.035,142.384003,-33.40180578,-60.19799447
26,1.039,142.626007,-33.40179905,-60.19803663
26.1,1.043,142.884003,-33.40179171,-60.19807868
26.2,1.047,143.126007,-33.40178377,-60.19812064
26.3,1.051,143.384003,-33.40177522,-60.19816248
26.4,1.055,143.584,-33.401766,-60.19820419
26.5,1.059,143.826004,-33.40175607,-60.19824572
26.6,1.063,144.042007,-33.40174557,-60.19828709
26.7,1.067,144.184006,-33.4017345,-60.19832828
26.8,1.071,144.34201,-33.40172286,-60.1983693
26.9,1.075,144.442001,-33.4017106,-60.19841009
27,1.079,144.542007,-33.4016977,-60.19845065
27.1,1.083,144.684006,-33.40168428,-60.19849101
27.2,1.087,144.843002,-33.4016702,-60.19853158
27.3,1.091,144.986008,-33.40165576,-60.19857157
27.4,1.095,145.229004,-33.40164079,-60.19861136
27.5,1.099,145.529007,-33.40162527,-60.19865096
27.6,1.103,145.828995,-33.40160932,-60.19869041
27.7,1.107,146.128998,-33.40159297,-60.19872972
27.8,1.111,146.429001,-33.40157624,-60.19876889
27.9,1.115,146.729004,-33.40155912,-60.19880793
28,1.12,147.029007,-33.40154161,-60.19884683
28.1,1.124,147.328995,-33.40152382,-60.19888563
28.2,1.128,147.628998,-33.40150582,-60.19892422
28.3,1.132,147.929001,-33.40148764,-60.19896259
28.4,1.136,148.229004,-33.40146908,-60.19900115
28.5,1.14,148.529007,-33.40145029,-60.19903966
28.6,1.144,148.871994,-33.40143132,-60.19907814
28.7,1.148,149.272003,-33.40141219,-60.19911661
28.8,1.153,149.628998,-33.40139292,-60.19915508
28.9,1.157,149.975998,-33.4013733,-60.19919396
29,1.161,150.332001,-33.40135374,-60.19923247
29.1,1.165,150.67601,-33.40133407,-60.19927101
29.2,1.169,151.031998,-33.4013143,-60.19930958
29.3,1.174,151.332001,-33.40129445,-60.19934818
29.4,1.178,151.632004,-33.4012745,-60.19938683
29.5,1.182,151.932007,-33.40125446,-60.19942552
29.6,1.186,152.188004,-33.40123435,-60.19946426
29.7,1.19,152.432007,-33.40121417,-60.19950304
29.8,1.195,152.73201,-33.40119392,-60.19954187
29.9,1.199,153.031998,-33.40117359,-60.19958076
30,1.203,153.28801,-33.40115317,-60.19961972
30.1,1.207,153.531998,-33.40113268,-60.19965873
30.2,1.212,153.876007,-33.40111213,-60.1996978
30.3,1.216,154.23201,-33.4010915,-60.19973694
30.4,1.22,154.531998,-33.40107083,-60.19977614
30.5,1.225,154.876007,-33.40105009,-60.19981542
30.6,1.229,155.23201,-33.40102933,-60.19985477
30.7,1.233,155.535004,-33.40100833,-60.19989457
30.8,1.238,155.790009,-33.40098752,-60.19993404
30.9,1.242,156.035004,-33.40096668,-60.19997357
31,1.246,156.290009,-33.40094581,-60.20001318
31.1,1.251,156.490005,-33.4009249,-60.20005286
31.2,1.255,156.735001,-33.40090396,-60.20009259
31.3,1.259,156.990005,-33.40088298,-60.20013238
31.4,1.264,157.235001,-33.40086196,-60.20017225
31.5,1.268,157.535004,-33.40084089,-60.20021218
31.6,1.272,157.790009,-33.40081979,-60.20025216
31.7,1.277,158.035004,-33.40079864,-60.2002922
31.8,1.281,158.290009,-33.40077744,-60.20033228
31.9,1.286,158.490005,-33.4007562,-60.2003724
32,1.29,158.690002,-33.40073489,-60.20041257
32.1,1.294,158.889999,-33.40071353,-60.20045276
32.2,1.299,159.089996,-33.4006921,-60.20049298
32.3,1.303,159.290009,-33.40067062,-60.20053321
32.4,1.308,159.445999,-33.40064886,-60.20057385
32.5,1.312,159.591995,-33.40062725,-60.20061411
32.6,1.317,159.792007,-33.40060559,-60.20065436
32.7,1.321,159.945999,-33.40058388,-60.20069463
32.8,1.326,160.091995,-33.40056213,-60.20073491
32.9,1.33,160.246002,-33.40054034,-60.2007752
33,1.334,160.391998,-33.40051848,-60.20081553
33.1,1.339,160.546005,-33.40049658,-60.20085589
33.2,1.343,160.738007,-33.40047464,-60.20089627
33.3,1.348,160.923004,-33.40045267,-60.20093667
33.4,1.352,160.973007,-33.40043071,-60.20097705
33.5,1.357,160.862,-33.40040879,-60.20101735
33.6,1.361,160.562012,-33.40038695,-60.20105749
33.7,1.366,160.124008,-33.40036525,-60.20109741
33.8,1.37,159.248001,-33.40034372,-60.20113703
33.9,1.375,157.818008,-33.40032242,-60.2011762
34,1.379,155.980011,-33.40030147,-60.20121476
34.1,1.383,153.888,-33.40028083,-60.20125272
34.2,1.387,151.384003,-33.40026032,-60.20129043
34.3,1.391,148.630997,-33.40024036,-60.20132712
34.4,1.396,145.884003,-33.4002208,-60.20136311
34.5,1.4,143.037003,-33.40020169,-60.20139828
34.6,1.403,140.278,-33.40018294,-60.20143283
34.7,1.407,137.725006,-33.40016455,-60.20146676
34.8,1.411,135.178009,-33.4001465,-60.20150008
34.9,1.415,132.531006,-33.40012883,-60.20153271
35,1.418,129.878006,-33.4001116,-60.20156457
35.1,1.422,127.231003,-33.40009486,-60.20159546
35.2,1.425,124.484001,-33.40007834,-60.20162596
35.3,1.429,121.684006,-33.400062,-60.20165611
35.4,1.432,118.884003,-33.40004639,-60.20168485
35.5,1.435,116.084,-33.40003079,-60.20171358
35.6,1.438,113.237,-33.40001566,-60.20174139
35.7,1.441,110.290001,-33.40000094,-60.20176839
35.8,1.444,107.384003,-33.39998657,-60.20179472
35.9,1.447,104.604004,-33.39997242,-60.20182057
36,1.45,101.903999,-33.39995885,-60.20184533
36.1,1.453,99.251999,-33.39994557,-60.20186947
36.2,1.456,96.700005,-33.39993256,-60.20189302
36.3,1.458,94.295998,-33.39991979,-60.20191599
36.4,1.461,92.043999,-33.39990722,-60.20193837
36.5,1.463,89.892006,-33.3998948,-60.2019601
36.6,1.466,88.032005,-33.3998824,-60.20198134
36.7,1.468,86.480003,-33.39986996,-60.20200212
36.8,1.47,85.124001,-33.39985743,-60.20202245
36.9,1.473,84.164001,-33.39984473,-60.20204232
37,1.475,83.560005,-33.39983179,-60.20206163
37.1,1.477,82.82,-33.39981864,-60.20208047
37.2,1.48,82.012001,-33.39980527,-60.20209882
37.3,1.482,81.316002,-33.39979169,-60.20211664
37.4,1.484,80.468002,-33.39977788,-60.20213387
37.5,1.486,79.519997,-33.39976381,-60.20215036
37.6,1.489,78.664001,-33.39974951,-60.20216624
37.7,1.491,77.908005,-33.39973485,-60.20218167
37.8,1.493,77.156998,-33.39972009,-60.20219633
37.9,1.495,76.555,-33.39970506,-60.20221033
38,1.497,76.104004,-33.39968971,-60.20222354
38.1,1.499,75.654999,-33.3996741,-60.20223609
38.2,1.501,75.057007,-33.39965824,-60.20224801
38.3,1.503,74.553001,-33.39964211,-60.20225926
38.4,1.505,74.302002,-33.39962571,-60.20226982
38.5,1.508,74.151001,-33.399609,-60.20227951
38.6,1.51,74.001999,-33.39959209,-60.20228848
38.7,1.512,73.948997,-33.39957498,-60.2022967
38.8,1.514,73.902,-33.39955772,-60.20230415
38.9,1.516,73.653,-33.39954032,-60.20231073
39,1.518,73.254997,-33.39952279,-60.20231619
39.1,1.52,72.853004,-33.39950518,-60.20232072
39.2,1.522,72.405998,-33.3994875,-60.20232427
39.3,1.524,72.001999,-33.39946976,-60.20232682
39.4,1.526,71.925003,-33.39945176,-60.2023283
39.5,1.528,71.974998,-33.39943388,-60.20232838
39.6,1.53,72.100006,-33.39941597,-60.20232737
39.7,1.532,72.450005,-33.39939805,-60.20232527
39.8,1.534,72.950005,-33.39938013,-60.2023221
39.9,1.536,73.450005,-33.39936223,-60.20231782
40,1.538,74.050003,-33.39934436,-60.20231222
40.1,1.54,74.75,-33.39932651,-60.20230564
40.2,1.542,75.550003,-33.39930869,-60.20229811
40.3,1.544,76.449997,-33.39929087,-60.20228965
40.4,1.546,77.350006,-33.39927305,-60.20228024
40.5,1.549,78.300003,-33.39925522,-60.20226966
40.6,1.551,79.350006,-33.3992374,-60.2022582
40.7,1.553,80.5,-33.3992196,-60.20224587
40.8,1.555,81.699997,-33.39920184,-60.20223268
40.9,1.558,82.900002,-33.39918415,-60.20221864
41,1.56,84.150002,-33.39916662,-60.20220357
41.1,1.562,85.300003,-33.39914931,-60.20218775
41.2,1.565,86.412003,-33.3991321,-60.20217102
41.3,1.567,87.408005,-33.39911538,-60.20215373
41.4,1.57,88.055,-33.39909905,-60.2021357
41.5,1.572,88.504005,-33.39908328,-60.20211676
41.6,1.575,89.057007,-33.39906795,-60.20209714
41.7,1.577,89.553001,-33.39905306,-60.20207684
41.8,1.58,90.006004,-33.39903859,-60.20205588
41.9,1.582,90.759003,-33.39902453,-60.20203427
42,1.585,91.608002,-33.39901099,-60.20201184
42.1,1.587,92.357002,-33.39899786,-60.20198882
42.2,1.59,93.108002,-33.39898518,-60.20196521
42.3,1.592,93.857002,-33.39897298,-60.20194101
42.4,1.595,94.506004,-33.39896136,-60.20191622
42.5,1.598,95.106003,-33.39895053,-60.2018907
42.6,1.6,95.706001,-33.39894036,-60.20186463
42.7,1.603,96.306,-33.39893086,-60.20183805
42.8,1.606,96.905998,-33.39892201,-60.20181095
42.9,1.608,97.512001,-33.39891373,-60.20178307
43,1.611,98.112,-33.39890633,-60.20175486
43.1,1.614,98.711998,-33.39889948,-60.20172621
43.2,1.617,99.311996,-33.39889319,-60.20169715
43.3,1.619,99.912003,-33.39888745,-60.20166772
43.4,1.622,100.512001,-33.39888227,-60.20163794
43.5,1.625,101.112,-33.39887789,-60.2016078
43.6,1.628,101.556,-33.39887417,-60.20157744
43.7,1.631,101.804001,-33.39887117,-60.20154689
43.8,1.633,102.003998,-33.39886894,-60.2015162
43.9,1.636,102.152,-33.39886753,-60.20148538
44,1.639,102.278008,-33.39886727,-60.20145442
44.1,1.642,102.428001,-33.39886791,-60.20142338
44.2,1.645,102.552002,-33.39886945,-60.20139225
44.3,1.648,102.807999,-33.39887188,-60.20136105
44.4,1.651,103.260002,-33.39887523,-60.20132978
44.5,1.653,103.811996,-33.39887972,-60.20129846
44.6,1.656,104.364998,-33.39888515,-60.20126681
44.7,1.659,104.864998,-33.3988914,-60.20123551
44.8,1.662,105.417999,-33.39889849,-60.20120431
44.9,1.665,105.965004,-33.3989064,-60.20117323
45,1.668,106.518005,-33.39891544,-60.20114229
45.1,1.671,107.223999,-33.39892566,-60.2011116
45.2,1.674,107.971001,-33.39893628,-60.20108099
45.3,1.677,108.723999,-33.39894741,-60.20105049
45.4,1.68,109.524002,-33.39896009,-60.20102036
45.5,1.683,110.324005,-33.39897278,-60.20099022
45.6,1.686,111.177002,-33.39898659,-60.20096038
45.7,1.689,112.076996,-33.39900124,-60.20093081
45.8,1.693,112.924004,-33.39901657,-60.2009015
45.9,1.696,113.723999,-33.3990326,-60.20087243
46,1.699,114.471001,-33.3990495,-60.20084376
46.1,1.702,115.223999,-33.39906686,-60.20081536
46.2,1.705,115.971001,-33.39908467,-60.2007872
46.3,1.709,116.671005,-33.39910291,-60.20075923
46.4,1.712,117.378006,-33.39912171,-60.20073113
46.5,1.715,118.078003,-33.39914075,-60.20070342
46.6,1.718,118.832001,-33.39916007,-60.20067572
46.7,1.722,119.686005,-33.39917966,-60.20064801
46.8,1.725,120.531998,-33.39919949,-60.20062027
46.9,1.728,121.278,-33.39921955,-60.20059248
47,1.732,122.031998,-33.39923989,-60.2005646
47.1,1.735,122.778,-33.39926042,-60.20053664
47.2,1.739,123.478004,-33.39928113,-60.20050859
47.3,1.742,124.232002,-33.399302,-60.20048044
47.4,1.746,125.031998,-33.399323,-60.20045218
47.5,1.749,125.778,-33.39934416,-60.20042375
47.6,1.753,126.478004,-33.39936543,-60.2003952
47.7,1.756,127.178001,-33.3993868,-60.20036652
47.8,1.76,127.824005,-33.39940826,-60.20033771
47.9,1.763,128.423996,-33.3994298,-60.20030878
48,1.767,129.024002,-33.39945143,-60.20027969
48.1,1.771,129.574997,-33.39947333,-60.20025021
48.2,1.774,129.965012,-33.39949506,-60.20022092
48.3,1.778,130.210007,-33.39951388,-60.20019551
48.4,1.781,130.465012,-33.39952477,-60.20018075
48.5,1.785,130.710007,-33.39953566,-60.200166
48.6,1.789,130.910004,-33.39954657,-60.20015119
48.7,1.792,131.110001,-33.39955748,-60.20013636
48.8,1.796,131.639999,-33.39957735,-60.2001093
48.9,1.8,132.440002,-33.39962148,-60.20004897
49,1.803,133.404999,-33.39966515,-60.19998898
49.1,1.807,134.175003,-33.39969224,-60.19995162
49.2,1.811,134.62001,-33.39971437,-60.19992098
49.3,1.815,135.074997,-33.39973654,-60.1998902
49.4,1.818,135.574997,-33.39975873,-60.19985925
49.5,1.822,136.130005,-33.39978095,-60.19982809
49.6,1.826,136.675003,-33.39980319,-60.19979675
49.7,1.83,137.175003,-33.39982546,-60.19976524
49.8,1.834,137.62001,-33.39984775,-60.19973358
49.9,1.837,138.080002,-33.39987029,-60.19970144
50,1.841,138.580002,-33.39989262,-60.19966946
50.1,1.845,138.912003,-33.39991495,-60.19963741
50.2,1.849,139.167999,-33.39993725,-60.1996053
50.3,1.853,139.244003,-33.39995951,-60.19957319
50.4,1.857,139.144012,-33.39998169,-60.19954109
50.5,1.861,138.932007,-33.40000377,-60.19950904
50.6,1.864,138.632004,-33.40002572,-60.19947706
50.7,1.868,138.164001,-33.40004756,-60.19944512
50.8,1.872,137.67601,-33.40006928,-60.19941322
50.9,1.876,137.332001,-33.40009087,-60.19938132
51,1.88,137.031998,-33.40011229,-60.19934938
51.1,1.884,136.73201,-33.40013355,-60.19931736
51.2,1.887,136.544006,-33.40015466,-60.19928524
51.3,1.891,136.444,-33.40017559,-60.19925301
51.4,1.895,136.28801,-33.40019634,-60.19922065
51.5,1.899,136.087997,-33.40021681,-60.19918811
51.6,1.902,135.886002,-33.4002372,-60.19915509
51.7,1.906,135.742996,-33.40025709,-60.19912226
51.8,1.91,135.529007,-33.40027665,-60.19908927
51.9,1.914,135.171997,-33.40029583,-60.19905614
52,1.917,134.772003,-33.40031446,-60.19902282
52.1,1.921,134.257996,-33.40033258,-60.19898936
